Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Season
Antonio Nusa,894914,€28.00m,"Jun 5, 2025","Apr 17, 2005",20,1.83,Norway,"Nigeria, Norway",Left Winger,"Right Winger, Left Midfield",RB Leipzig,,,"Aug 13, 2024","Jun 30, 2029",2021-2022
Bas Dost,56331,,,"May 31, 1989",36,1.96,Netherlands,,Centre-Forward,,Career break,NEC Nijmegen,"Jul 1, 2024",,,2021-2022
Nauris Petkevičius,447071,€400k,"Jun 13, 2025","Feb 19, 2000",25,1.82,Lithuania,Lithuania,Centre-Forward,"Second Striker, Right Winger",Sūduva,,,"Jan 15, 2025","Dec 31, 2025",2021-2022
Aleksandar Boljevic,227532,€400k,"Jun 4, 2025","Dec 12, 1995",29,1.85,Montenegro,,Right Winger,,Zeljeznicar,,,"Sep 29, 2023","May 31, 2027",2021-2022
Éder Balanta,265127,€700k,"Jun 20, 2025","Feb 28, 1993",32,1.8,Colombia,Colombia,Defensive Midfield,Centre-Back,CD América,,,"Jul 1, 2024","Jun 30, 2026",2021-2022
Stanley Nsoki,371141,€2.50m,"Jun 5, 2025","Apr 9, 1999",26,1.84,France,,Centre-Back,,TSG Hoffenheim,,,"Aug 3, 2022","Jun 30, 2027",2021-2022
Bastien Toma,390179,€1.50m,"Jun 10, 2025","Jun 24, 1999",26,1.74,Switzerland,,Central Midfield,,FC St. Gallen,,,"Sep 7, 2023","Jun 30, 2026",2021-2022
Ramiro Vaca,481198,,,"Jul 1, 1999",26,1.77,Bolivia,Bolivia,Attacking Midfield,"Left Winger, Central Midfield",Bolívar,,,"Jan 2, 2023",-,2021-2022
Bart Nieuwkoop,257987,€2.00m,"May 28, 2025","Mar 7, 1996",29,1.81,Netherlands,Netherlands,Right-Back,Right Midfield,Feyenoord,,,"Aug 10, 2023","Jun 30, 2027",2021-2022
Gerardo Arteaga,469718,€3.50m,"May 26, 2025","Sep 7, 1998",26,1.75,Mexico,Mexico,Left-Back,Left Midfield,Monterrey,,,"Jan 29, 2024","Dec 31, 2027",2021-2022
Youssouph Badji,649035,€1.00m,"Jun 16, 2025","Dec 20, 2001",23,1.92,Senegal,,Centre-Forward,,Aarhus GF,,,"Sep 2, 2024","Jun 30, 2029",2021-2022
Cyriel Dessers,317806,€4.00m,"Jun 17, 2025","Dec 8, 1994",30,1.85,Nigeria,,Centre-Forward,,Rangers,,,"Jul 6, 2023","May 31, 2027",2021-2022
Pieter Gerkens,183383,€700k,"Jun 12, 2025","Feb 17, 1995",30,1.79,Belgium,Belgium,Attacking Midfield,Central Midfield,Cercle Brugge,,,"Jul 1, 2025","Jun 30, 2026",2021-2022
Guillaume François,72736,€150k,"Jun 12, 2025","Jun 3, 1990",35,1.74,Belgium,Belgium,Right-Back,"Right Winger, Right Midfield",Union SG,,,"Aug 12, 2020","Jun 30, 2026",2021-2022
Julien De Sart,129592,€6.00m,"May 28, 2025","Dec 23, 1994",30,1.87,Belgium,,Defensive Midfield,,Al-Rayyan,,,"Jul 30, 2024","Jun 30, 2027",2021-2022
Sander Coopman,279254,€200k,"Apr 24, 2025","Mar 12, 1995",30,1.83,Belgium,,Central Midfield,,B. Banja Luka,,,"Jul 1, 2025","Jun 30, 2026",2021-2022
Lucas Lissens,464067,€900k,"Jun 16, 2025","Jul 25, 2001",23,1.84,Belgium,Belgium,Centre-Back,,Randers FC,,,"Jul 1, 2025","Jun 30, 2028",2021-2022
Andreas Hanche-Olsen,370683,€6.00m,"Jun 5, 2025","Jan 17, 1997",28,1.85,Norway,Norway,Centre-Back,"Right-Back, Left-Back",1.FSV Mainz 05,,,"Jan 13, 2023","Jun 30, 2028",2021-2022
Jean Butez,290537,€3.50m,"Jun 17, 2025","Jun 8, 1995",30,1.89,France,,Goalkeeper,,Como,,,"Jan 7, 2025","Jun 30, 2028",2021-2022
Birger Verstraete,234193,€1.80m,"Jun 12, 2025","Apr 16, 1994",31,1.74,Belgium,,Defensive Midfield,,OH Leuven,,,"Jul 10, 2024","Jun 30, 2027",2021-2022
Bingourou Kamara,333175,€800k,"Jun 2, 2025","Oct 21, 1996",28,1.95,Senegal,"France, Senegal",Goalkeeper,,Without Club,Pau FC,"Jul 1, 2025",,,2021-2022
Zacarias Antonio,486041,,,"May 2, 2002",23,,Belgium,Belgium,Right-Back,"Central Midfield, Centre-Back",ASV Geel,,,"Jul 1, 2024","Jun 30, 2025",2021-2022
Loïc Lapoussin,533158,€2.50m,"Jun 12, 2025","Mar 27, 1996",29,1.81,Madagascar,,Left Midfield,,Sint-Truiden,,,"Feb 2, 2025","Jun 30, 2026",2021-2022
Siebe Van der Heyden,400131,€2.50m,"Jun 5, 2025","May 30, 1998",27,1.85,Belgium,,Centre-Back,,RCD Mallorca,,,"Jul 18, 2023","Jun 30, 2028",2021-2022
Ruud Vormer,45864,,,"May 11, 1988",37,1.78,Netherlands,,Central Midfield,,Retired,Zulte Waregem,"Jul 1, 2024",,,2021-2022
Faris Haroun,16617,,,"Sep 22, 1985",39,1.87,Belgium,,Central Midfield,,Retired,Royal Antwerp,"Jul 1, 2023",,,2021-2022
Ismaila Coulibaly,490224,€1.50m,"Jun 6, 2025","Dec 25, 2000",24,1.83,Mali,,Central Midfield,,LASK,,,"Jan 3, 2025","May 31, 2028",2021-2022
Loïc Bessilé,371150,€250k,"Jun 20, 2025","Feb 19, 1999",26,1.84,Togo,,Centre-Back,,AS Trencin,,,"Jan 1, 2025","Dec 31, 2026",2021-2022
Yari Verschaeren,502302,€5.00m,"Jun 12, 2025","Jul 12, 2001",24,1.7,Belgium,,Attacking Midfield,,RSC Anderlecht,,,"Jan 1, 2019","Jun 30, 2026",2021-2022
David Atanga,254284,€500k,"Jun 6, 2025","Dec 25, 1996",28,1.8,Ghana,Ghana,Right Winger,"Attacking Midfield, Left Winger",Wolfsberger AC,,,"Jul 26, 2024","Jun 30, 2026",2021-2022
Stelios Andreou,613964,€3.50m,"Jun 12, 2025","Jul 24, 2002",22,1.87,Cyprus,,Centre-Back,,R Charleroi SC,,,"Jul 1, 2021","Jun 30, 2026",2021-2022
Louis Verstraete,396841,€600k,"Jun 3, 2025","May 4, 1999",26,1.87,Belgium,,Defensive Midfield,,Auckland FC,,,"Sep 17, 2024","Jun 30, 2026",2021-2022
Nana Ampomah,429086,€100k,"May 12, 2025","Jan 2, 1996",29,1.75,Ghana,Ghana,Left Winger,"Centre-Forward, Second Striker",Forge FC,,,"Feb 1, 2024","Dec 31, 2025",2021-2022
Sam Vines,535282,€1.20m,"Jun 5, 2025","May 31, 1999",26,1.77,United States,,Left-Back,,Colorado,,,"Jan 31, 2024","Dec 31, 2027",2021-2022
Koji Miyoshi,295060,€1.50m,"Jun 5, 2025","Mar 26, 1997",28,1.67,Japan,,Right Midfield,,VfL Bochum,,,"Aug 30, 2024","Jun 30, 2028",2021-2022
Killian Sardella,454336,€5.00m,"Jun 12, 2025","May 2, 2002",23,1.74,Belgium,,Right-Back,,RSC Anderlecht,,,"Jul 1, 2019","Jun 30, 2028",2021-2022
João Klauss,498862,€2.50m,"Jun 5, 2025","Mar 1, 1997",28,1.9,Brazil,,Centre-Forward,,St. Louis CITY,,,"Jul 1, 2022","Dec 31, 2025",2021-2022
Marcel Lewis,545432,,,"Sep 30, 2001",23,1.73,England,England,Attacking Midfield,"Left Midfield, Right Midfield",Sudbury,,,"Feb 7, 2025",-,2021-2022
Moisés Caicedo,687626,€90.00m,"May 30, 2025","Nov 2, 2001",23,1.78,Ecuador,,Defensive Midfield,,Chelsea,,,"Aug 14, 2023","Jun 30, 2031",2021-2022
Jay-Dee Geusens,490386,€350k,"May 29, 2025","Mar 5, 2002",23,1.85,Belgium,,Central Midfield,,Al-Jazira,,,"Sep 29, 2024","Jun 30, 2027",2021-2022
Majeed Ashimeru,360140,€1.50m,"Jun 12, 2025","Oct 10, 1997",27,1.74,Ghana,Ghana,Central Midfield,"Attacking Midfield, Defensive Midfield",RSC Anderlecht,,,"Jul 1, 2021","Jun 30, 2027",2021-2022
Thibault De Smet,340177,€2.50m,"Jun 2, 2025","Jun 5, 1998",27,1.83,Belgium,,Left-Back,,Paris FC,,,"Jul 1, 2025","Jun 30, 2027",2021-2022
Laurent Henkinet,157125,,,"Sep 14, 1992",32,1.88,Belgium,,Goalkeeper,,Retired,Standard Liège,"Jul 2, 2025",,,2021-2022
Dante Vanzeir,289648,€5.00m,"Jun 12, 2025","Apr 16, 1998",27,1.75,Belgium,,Centre-Forward,,KAA Gent,,,"Jan 24, 2025","Jun 30, 2028",2021-2022
Daouda Peeters,365451,€250k,"May 8, 2025","Jan 26, 1999",26,1.85,Belgium,,Defensive Midfield,,LV Lights,,,"Feb 19, 2025","Dec 31, 2026",2021-2022
Aurélio Buta,258039,€5.00m,"Jun 3, 2025","Feb 10, 1997",28,1.72,Portugal,,Right-Back,,E. Frankfurt,,,"Jul 1, 2022","Jun 30, 2026",2021-2022
Taylor Harwood-Bellis,503977,€22.00m,"May 30, 2025","Jan 30, 2002",23,1.88,England,England,Centre-Back,Right-Back,Southampton,,,"Jul 1, 2024","Jun 30, 2028",2021-2022
Anass Zaroury,491296,€8.00m,"Jun 3, 2025","Nov 7, 2000",24,1.76,Morocco,,Attacking Midfield,,Lens,,,"Aug 22, 2024","Jun 30, 2028",2021-2022
András Németh,546415,€500k,"Jun 19, 2025","Nov 9, 2002",22,1.87,Hungary,,Centre-Forward,,Puskás AFC,,,"Jul 1, 2025","Jun 30, 2028",2021-2022
Joshua Zirkzee,435648,€30.00m,"May 30, 2025","May 22, 2001",24,1.93,Netherlands,,Centre-Forward,,Man Utd,,,"Jul 14, 2024","Jun 30, 2029",2021-2022
Tatsuhiro Sakamoto,617408,€4.50m,"May 27, 2025","Oct 22, 1996",28,1.7,Japan,,Right Midfield,,Coventry,,,"Jul 10, 2023","Jun 30, 2026",2021-2022
Rik Vercauteren,463737,€100k,"Apr 24, 2025","Jun 8, 2001",24,1.86,Belgium,Belgium,Goalkeeper,,Lommel SK,,,"Sep 4, 2024","Jun 30, 2027",2021-2022
Roman Bezus,97567,€150k,"May 29, 2025","Sep 26, 1990",34,1.85,Ukraine,"Ukraine, UdSSR",Attacking Midfield,"Second Striker, Central Midfield",Without Club,Omonia Nicosia,"Jul 1, 2025",,,2021-2022
Dorian Dessoleil,182424,€250k,"Apr 24, 2025","Aug 7, 1992",32,1.88,Belgium,,Centre-Back,,Francs Borains,,,"Jul 1, 2024","Jun 30, 2026",2021-2022
Patryk Walicki,819881,€150k,"Dec 20, 2024","May 29, 2003",22,,Poland,"Poland, Belgium",Central Midfield,,Francs Borains,,,"Jul 1, 2024","Jun 30, 2026",2021-2022
Leon Krekovic,425784,€150k,"Jun 6, 2025","May 7, 2000",25,1.82,Croatia,,Left Winger,,HSK Posusje,,,"Jul 1, 2025","Jun 30, 2026",2021-2022
Francis Amuzu,423604,€4.00m,"Jun 6, 2025","Aug 23, 1999",25,1.69,Belgium,"Belgium, Ghana",Left Winger,"Right Winger, Left Midfield",Grêmio,,,"Feb 10, 2025","Dec 31, 2026",2021-2022
Vic Chambaere,565429,€300k,"Jun 12, 2025","Jan 10, 2003",22,1.91,Belgium,Belgium,Goalkeeper,,Union SG,,,"Jul 1, 2024","Jun 30, 2027",2021-2022
Vadis Odjidja-Ofoe,38388,,,"Feb 21, 1989",36,1.85,Belgium,,Central Midfield,,Aalst Lede,,,"Jul 1, 2025","Jun 30, 2026",2021-2022
Malick Fofana,743386,€30.00m,"Jun 3, 2025","Mar 31, 2005",20,1.69,Belgium,"Belgium, Guinea",Left Winger,"Right Winger, Left Midfield",Olympique Lyon,,,"Jan 10, 2024","Jun 30, 2028",2021-2022
Owen Jochmans,559161,€150k,"Jun 12, 2025","Jan 28, 2003",22,1.85,Belgium,Belgium,Goalkeeper,,OH Leuven,,,"Jul 1, 2024","Jun 30, 2026",2021-2022
Hendrik Van Crombrugge,137326,€1.70m,"Jun 12, 2025","Apr 30, 1993",32,1.87,Belgium,,Goalkeeper,,KRC Genk,,,"Jul 18, 2023","Jun 30, 2027",2021-2022
Eduard Sobol,206717,€900k,"Jun 3, 2025","Apr 20, 1995",30,1.86,Ukraine,,Left-Back,,R. Strasbourg,,,"Jan 23, 2023","Jun 30, 2026",2021-2022
Simen Juklerød,230985,€300k,"Jun 12, 2025","May 18, 1994",31,1.87,Norway,Norway,Left-Back,"Left Midfield, Right Midfield",Sint-Truiden,,,"Jan 16, 2025","Jun 30, 2026",2021-2022
Sulayman Marreh,264046,€250k,"Apr 4, 2025","Jan 15, 1996",29,1.84,The Gambia,,Defensive Midfield,,Without Club,Zelez. Pancevo,"Jul 1, 2024",,,2021-2022
Chris Bedia,294791,€2.50m,"Jun 10, 2025","Mar 5, 1996",29,1.9,Cote d'Ivoire,,Centre-Forward,,BSC Young Boys,,,"Feb 2, 2025","Jun 30, 2026",2021-2022
Arthur Poncelet,931764,,,"Aug 6, 2003",21,,Belgium,Belgium,Left-Back,,RUW Ciney,,,"Jul 1, 2023",-,2021-2022
Olivier Dumont,502452,€400k,"Jun 12, 2025","Mar 6, 2002",23,1.82,Belgium,,Central Midfield,,RWDM Brussels,,,"Jul 10, 2025","Jun 30, 2027",2021-2022
Faitout Maouassa,357072,€1.50m,"Apr 4, 2025","Jul 6, 1998",27,1.7,France,,Left-Back,,Without Club,Club Brugge,"Sep 1, 2024",,,2021-2022
Cameron Puertas,449592,€13.00m,"May 27, 2025","Aug 18, 1998",26,1.78,Spain,,Attacking Midfield,,Al-Qadsiah,,,"Aug 26, 2024","Jun 30, 2027",2021-2022
Brandon Mechele,236168,€3.50m,"Jun 12, 2025","Jan 28, 1993",32,1.9,Belgium,Belgium,Centre-Back,,Club Brugge,,,"Jul 1, 2013","Jun 30, 2027",2021-2022
Nill De Pauw,52746,,,"Jan 6, 1990",35,1.8,DR Congo,,Right Winger,,Retired,Royal Antwerp,"Apr 21, 2023",,,2021-2022
Michael Ngadeu,227239,€500k,"Jun 19, 2025","Nov 23, 1990",34,1.9,Cameroon,Cameroon,Centre-Back,Defensive Midfield,BJ Guoan,,,"Mar 30, 2023","Dec 31, 2025",2021-2022
Tobe Leysen,580434,€4.00m,"Jun 12, 2025","Mar 9, 2002",23,1.89,Belgium,,Goalkeeper,,OH Leuven,,,"Aug 19, 2023","Jun 30, 2027",2021-2022
Alexandro Calut,565428,€400k,"Jun 12, 2025","Apr 22, 2003",22,1.8,Belgium,,Left-Back,,Standard Liège,,,"Jul 1, 2021","Jun 30, 2026",2021-2022
Ali Gholizadeh,294772,€2.50m,"Jun 6, 2025","Mar 10, 1996",29,1.75,Iran,Iran,Right Winger,"Left Winger, Attacking Midfield",Lech Poznan,,,"Jul 11, 2023","Jun 30, 2026",2021-2022
Dante Rigo,314974,€700k,"Jun 2, 2025","Dec 11, 1998",26,1.8,Belgium,,Defensive Midfield,,Without Club,Grenoble,"Jul 1, 2025",,,2021-2022
Mohamed Réda Halaïmia,387944,€850k,"Jun 26, 2025","Aug 28, 1996",28,1.8,Algeria,Algeria,Right-Back,"Right Midfield, Left-Back",MC Algiers,,,"Aug 2, 2022","Jun 30, 2026",2021-2022
Andreas Skov Olsen,432982,€14.00m,"Jun 5, 2025","Dec 29, 1999",25,1.87,Denmark,,Right Winger,,VfL Wolfsburg,,,"Jan 17, 2025","Jun 30, 2029",2021-2022
Álex Millán,412041,€500k,"Jun 24, 2025","Nov 7, 1999",25,1.82,Spain,,Centre-Forward,,CD Leganés,,,"Jul 1, 2025","Jun 30, 2027",2021-2022
Kristian Thorstvedt,564785,€9.00m,"Jun 2, 2025","Mar 13, 1999",26,1.89,Norway,,Attacking Midfield,,Sassuolo,,,"Jul 12, 2022","Jun 30, 2027",2021-2022
Kelvin John,666563,€350k,"Jun 16, 2025","Jun 10, 2003",22,1.75,Tanzania,,Centre-Forward,,Aalborg BK,,,"Jul 1, 2024","Jun 30, 2028",2021-2022
Abderahmane Soussi,838813,€10k,"May 28, 2025","Jan 30, 2003",22,1.8,Morocco,"Belgium, Morocco",Centre-Forward,"Left Winger, Right Winger",Without Club,Raja Casablanca,"Jul 1, 2025",,,2021-2022
Abraham Okyere,733431,€50k,"May 5, 2025","Jul 6, 2002",23,1.81,Ghana,,Defensive Midfield,,FC Haka,,,"Jan 1, 2025","Dec 31, 2026",2021-2022
Gianni Bruno,95604,€350k,"Jun 25, 2025","Aug 19, 1991",33,1.8,Belgium,,Centre-Forward,,Igdir FK,,,"Jan 21, 2025","Jun 30, 2026",2021-2022
Joachim Van Damme,74544,,,"Jul 23, 1991",33,1.97,Belgium,,Defensive Midfield,,VW Hamme,,,"Jul 1, 2024","Jun 30, 2026",2021-2022
Jonas Bager,260829,€450k,"Jun 18, 2025","Jul 18, 1996",28,1.82,Denmark,Denmark,Centre-Back,"Left-Back, Right-Back",IFK Göteborg,,,"Jul 16, 2024","Dec 31, 2027",2021-2022
Björn Engels,193469,€100k,"Jun 12, 2025","Sep 15, 1994",30,1.95,Belgium,,Centre-Back,,Royal Antwerp,,,"Jul 1, 2021","Jun 30, 2026",2021-2022
Mario Stroeykens,588866,€12.00m,"Jun 12, 2025","Sep 29, 2004",20,1.77,Belgium,,Attacking Midfield,,RSC Anderlecht,,,"Jan 1, 2021","Jun 30, 2026",2021-2022
Christian Kouamé,337725,€4.00m,"Jun 17, 2025","Dec 6, 1997",27,1.85,Cote d'Ivoire,,Centre-Forward,,Fiorentina,,,"Sep 1, 2020","Jun 30, 2027",2021-2022
Adewale Oladoye,853239,€75k,"Jun 19, 2025","Aug 25, 2001",23,1.93,Nigeria,,Defensive Midfield,,Dynamo Brest,,,"Mar 14, 2024","Dec 31, 2025",2021-2022
David Okereke,413605,€2.20m,"Jun 18, 2025","Aug 29, 1997",27,1.81,Nigeria,Nigeria,Centre-Forward,"Right Winger, Left Winger",Cremonese,,,"Jul 28, 2022","Jun 30, 2026",2021-2022
Ignace Van der Brempt,490423,€4.00m,"Jun 17, 2025","Apr 1, 2002",23,1.87,Belgium,,Right-Back,,Como,,,"Jul 1, 2025","Jun 30, 2028",2021-2022
Hans Vanaken,137576,€7.00m,"Jun 12, 2025","Aug 24, 1992",32,1.95,Belgium,Belgium,Attacking Midfield,"Central Midfield, Left Midfield",Club Brugge,,,"Jul 1, 2015","Jun 30, 2027",2021-2022
Ilyes Ziani,910864,€1.00m,"Apr 24, 2025","Jun 20, 2003",22,1.73,Morocco,"Belgium, Morocco",Attacking Midfield,"Right Winger, Left Winger",RWDM Brussels,,,"Aug 13, 2024","Jun 30, 2026",2021-2022
Steven Fortes,276895,€200k,"Oct 16, 2024","Apr 17, 1992",33,1.92,Cape Verde,,Centre-Back,,RC Lens B,,,"Feb 1, 2025","Jun 30, 2025",2021-2022
Daan Heymans,446491,€3.00m,"Jun 12, 2025","Jun 15, 1999",26,1.91,Belgium,,Attacking Midfield,,KRC Genk,,,"Jul 1, 2025","Jun 30, 2029",2021-2022
Junya Ito,348791,€6.00m,"Jun 3, 2025","Mar 9, 1993",32,1.76,Japan,,Right Winger,,Stade Reims,,,"Jul 29, 2022","Jun 30, 2026",2021-2022
Anton Tanghe,460848,€700k,"Apr 24, 2025","Jan 28, 1999",26,1.94,Belgium,,Centre-Back,,Zulte Waregem,,,"Jan 6, 2024","Jun 30, 2027",2021-2022
Ryota Morioka,140310,,,"Apr 12, 1991",34,1.83,Japan,,Attacking Midfield,,Retired,Vissel Kobe,"Mar 31, 2025",,,2021-2022
Carlos Cuesta,474589,€7.00m,"Jun 18, 2025","Mar 9, 1999",26,1.79,Colombia,,Centre-Back,,Galatasaray,,,"Feb 5, 2025","Jun 30, 2028",2021-2022
Ken Nkuba,627939,€2.70m,"Jun 12, 2025","Jan 21, 2002",23,1.79,Belgium,,Right-Back,,KRC Genk,,,"Jan 30, 2024","Jun 30, 2028",2021-2022
Willian Pacho,661171,€65.00m,"Jun 3, 2025","Oct 16, 2001",23,1.87,Ecuador,Ecuador,Centre-Back,,Paris SG,,,"Aug 9, 2024","Jun 30, 2029",2021-2022
Kristoffer Olsson,193592,,,"Jun 30, 1995",30,1.8,Sweden,Sweden,Central Midfield,"Attacking Midfield, Defensive Midfield",IK Sleipner,,,"Jul 1, 2025",-,2021-2022
Martin Wasinski,748506,€350k,"Apr 24, 2025","Apr 7, 2004",21,1.86,Belgium,Belgium,Centre-Back,Defensive Midfield,FC Schalke 04,,,"Jul 1, 2024","Jun 30, 2028",2021-2022
Patrik Hrosovsky,217879,€2.70m,"Jun 12, 2025","Apr 22, 1992",33,1.73,Slovakia,"CSSR, Slovakia",Central Midfield,Defensive Midfield,KRC Genk,,,"Aug 16, 2019","Jun 30, 2026",2021-2022
Jelle Bataille,460378,€2.50m,"Jun 12, 2025","May 20, 1999",26,1.8,Belgium,,Right-Back,,Without Club,Royal Antwerp,"Jul 3, 2025",,,2021-2022
Johannes Eggestein,251303,€2.50m,"Jun 5, 2025","May 8, 1998",27,1.83,Germany,,Centre-Forward,,Without Club,FC St. Pauli,"Jul 1, 2025",,,2021-2022
Joris Kayembe,129586,€3.00m,"Jun 12, 2025","Aug 8, 1994",30,1.8,DR Congo,,Left-Back,,KRC Genk,,,"Jul 1, 2023","Jun 30, 2026",2021-2022
Moustafa Ava Dongo,708876,,,"Jan 27, 1996",29,1.9,DR Congo,,Centre-Back,,Without Club,Young Reds,"Jul 1, 2023",,,2021-2022
Charles De Ketelaere,435772,€35.00m,"Jun 17, 2025","Mar 10, 2001",24,1.92,Belgium,,Attacking Midfield,,Atalanta BC,,,"Jul 1, 2024","Jun 30, 2028",2021-2022
Senne Lammens,503883,€9.00m,"Jun 12, 2025","Jul 7, 2002",23,1.93,Belgium,Belgium,Goalkeeper,,Royal Antwerp,,,"Jul 1, 2023","Jun 30, 2027",2021-2022
Sergio Gómez,366930,€20.00m,"Jun 9, 2025","Sep 4, 2000",24,1.71,Spain,,Left Winger,,Real Sociedad,,,"Jul 12, 2024","Jun 30, 2030",2021-2022
Noa Wyns,818104,,,"Feb 20, 2003",22,1.92,Belgium,Belgium,Centre-Back,,OH Leuven U23,,,"Jul 1, 2024","Jun 30, 2026",2021-2022
Nathan Ngoy,548254,€3.50m,"Jun 12, 2025","Jun 10, 2003",22,1.83,Belgium,,Centre-Back,,Standard Liège,,,"Jul 1, 2021","Jun 30, 2026",2021-2022
Benito Raman,112930,€2.00m,"Jun 12, 2025","Nov 7, 1994",30,1.72,Belgium,Belgium,Centre-Forward,"Left Winger, Right Winger",KV Mechelen,,,"Aug 23, 2024","Jun 30, 2026",2021-2022
Jan Van den Bergh,334495,€800k,"May 28, 2025","Oct 2, 1994",30,1.88,Belgium,,Centre-Back,,Júbilo Iwata,,,"Jun 1, 2025",-,2021-2022
Amine Belhadj,913219,,,"May 8, 2002",23,1.88,Belgium,"Belgium, Morocco",Centre-Back,,Without Club,Stockay,"Jun 30, 2025",,,2021-2022
Mathieu Cafaro,399383,€2.50m,"Jun 2, 2025","Mar 25, 1997",28,1.75,France,,Right Winger,,Paris FC,,,"Feb 3, 2025","Jun 30, 2027",2021-2022
Isaac Kiese Thelin,201311,€1.20m,"Jun 18, 2025","Jun 24, 1992",33,1.89,Sweden,,Centre-Forward,,Malmö FF,,,"Mar 16, 2022","Dec 31, 2027",2021-2022
Ameen Al-Dakhil,620598,€7.50m,"Jun 5, 2025","Mar 6, 2002",23,1.87,Belgium,,Centre-Back,,VfB Stuttgart,,,"Aug 27, 2024","Jun 30, 2028",2021-2022
Bram Lagae,654986,€900k,"Jun 12, 2025","Jan 14, 2004",21,1.83,Belgium,Belgium,Centre-Back,Defensive Midfield,KAA Gent,,,"Jul 1, 2023","Jun 30, 2026",2021-2022
Frank Boya,473201,€1.00m,"May 26, 2025","Jul 1, 1996",29,1.95,Belgium,,Defensive Midfield,,Club Tijuana,,,"Feb 3, 2025","Jun 30, 2027",2021-2022
Jackson Muleka,549966,€3.00m,"May 27, 2025","Oct 4, 1999",25,1.8,DR Congo,DR Congo,Centre-Forward,"Left Winger, Right Winger",Al-Kholood,,,"Jul 3, 2025",-,2021-2022
Nick Bätzner,443855,€700k,"Jun 11, 2025","Mar 15, 2000",25,1.76,Germany,Germany,Attacking Midfield,"Central Midfield, Right Winger",SC Paderborn,,,"Jul 1, 2025","Jun 30, 2027",2021-2022
Angelo Preciado,450241,€3.80m,"Jun 17, 2025","Feb 18, 1998",27,1.73,Ecuador,Ecuador,Right-Back,"Right Midfield, Left-Back",Sparta Prague,,,"Sep 4, 2023",-,2021-2022
Cederick Van Daele,429931,€200k,"Apr 24, 2025","Aug 25, 2000",24,,Belgium,,Left-Back,,RAEC Mons,,,"Jul 1, 2025","Jun 30, 2026",2021-2022
Josh Cullen,242606,€6.50m,"May 27, 2025","Apr 7, 1996",29,1.75,Ireland,,Central Midfield,,Burnley,,,"Jul 12, 2022","Jun 30, 2027",2021-2022
Stefan Knezevic,293247,€600k,"Jun 10, 2025","Oct 30, 1996",28,1.87,Switzerland,Switzerland,Centre-Back,,FC Luzern,,,"Jul 13, 2024","Jun 30, 2029",2021-2022
Zakaria Bakkali,203378,€175k,"May 28, 2025","Jan 26, 1996",29,1.7,Belgium,,Left Winger,,Ittihad Tanger,,,"Jan 15, 2025","Jun 30, 2027",2021-2022
Anthony Descotte,565434,€650k,"May 28, 2025","Aug 3, 2003",21,1.8,Belgium,Belgium,Centre-Forward,Right Winger,R Charleroi SC,,,"Jul 1, 2021","Jun 30, 2026",2021-2022
David Mukuna,684196,,,"Oct 2, 2001",23,1.92,Belgium,,Centre-Forward,,Jong KAA Gent,,,"Jul 1, 2022","Jun 30, 2026",2021-2022
Marko Kvasina,240778,€250k,"Jun 17, 2025","Dec 20, 1996",28,1.95,Austria,,Centre-Forward,,Slovacko,,,"Jan 1, 2024","Jun 30, 2026",2021-2022
Julien Duranville,819215,€8.50m,"Jun 5, 2025","May 5, 2006",19,1.73,Belgium,Belgium,Left Winger,Right Winger,Bor. Dortmund,,,"Jan 27, 2023",-,2021-2022
Shamar Nicholson,354666,€3.80m,"May 26, 2025","Mar 16, 1997",28,1.9,Jamaica,,Centre-Forward,,Club Tijuana,,,"Feb 2, 2025",-,2021-2022
Wouter George,551932,€700k,"Jun 12, 2025","Mar 3, 2002",23,1.72,Belgium,Belgium,Central Midfield,Attacking Midfield,OH Leuven,,,"Jan 1, 2025","Jun 30, 2028",2021-2022
Jackson Tchatchoua,848509,€8.00m,"Jun 17, 2025","Sep 14, 2001",23,1.8,Cameroon,,Right-Back,,Hellas Verona,,,"Jul 1, 2024","Jun 30, 2027",2021-2022
Blessing Eleke,348229,€250k,"May 30, 2025","Mar 5, 1996",29,1.9,Nigeria,,Centre-Forward,,Without Club,FK Partizani,"Jul 1, 2025",,,2021-2022
Kjell Scherpen,463527,€5.00m,"Jun 6, 2025","Jan 23, 2000",25,2.06,Netherlands,Netherlands,Goalkeeper,,Brighton,,,"Jul 16, 2021","Jun 30, 2027",2021-2022
Kobe Hosten,996847,,,"Dec 26, 2004",20,,Belgium,Belgium,Goalkeeper,,Rupel Boom,,,"Jul 1, 2025","Jun 30, 2026",2021-2022
Sinan Bolat,33862,€150k,"Jun 18, 2025","Sep 3, 1988",36,1.86,Türkiye,,Goalkeeper,,KVC Westerlo,,,"Jul 1, 2022","Jun 30, 2026",2021-2022
Femi Seriki,638649,€3.50m,"May 27, 2025","Apr 28, 2002",23,1.83,England,"Nigeria, England",Right-Back,Right Midfield,Sheff Utd,,,"Jul 1, 2023","Jun 30, 2027",2021-2022
Senne Lynen,338668,€9.00m,"Jun 5, 2025","Feb 19, 1999",26,1.85,Belgium,,Defensive Midfield,,Werder Bremen,,,"Aug 8, 2023","Jun 30, 2027",2021-2022
